InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
1001041,1132017005268.0,20.18,0.41,53.29639,31.37682,53707.21707000001,0.0
1001041,1132017005268.0,19.64,0.29,53.29666,31.37728,53707.22786,0.0
1001041,1132017005268.0,19.31,0.29,53.29696,31.376490000000004,53707.23323,0.0
1001041,1132017005268.0,18.73,0.17,53.2967,31.37662000000001,53714.19822000001,0.0
1001041,1132017005268.0,19.89,0.34,53.29678000000001,31.37662000000001,53727.2189,0.0
1001041,1132017005268.0,20.39,0.41,53.29643000000001,31.37655,53735.219220000006,0.0
1001041,1132017005268.0,19.85,0.31,53.29639,31.37739,53735.22621,0.0
1001041,1132017005268.0,19.71,0.3,53.2964,31.37641,53735.24026000001,0.0
1001041,1132017005268.0,20.62,0.48,53.29642,31.37693,53684.26506000001,0.0
1001041,1132017005268.0,19.25,0.23,53.29654,31.3764,53684.2706,0.0
1001041,1132017005268.0,20.48,0.44,53.29702,31.37765,53695.28397999999,0.0
1001041,1132017005268.0,19.43,0.25,53.29648,31.3773,53695.2905,0.0
1001041,1132017005268.0,20.45,0.43,53.29642,31.37706,53695.297,0.0
1001041,1132017005268.0,19.43,0.25,53.2968,31.37655,53695.30355,0.0
1001041,1132017005268.0,20.74,0.51,53.29588,31.37711,53702.2937,0.0
1001041,1132017005268.0,20.02,0.34,53.29533000000001,31.37775,53702.29908,0.0
1001041,1132017005268.0,20.04,0.34,53.29649000000001,31.37708,53702.30996000001,0.0
1001041,1132017005268.0,19.74,0.25,53.29636,31.37657,53647.42205,0.0
1001041,1132017005268.0,20.13,0.31,53.29639,31.37711,53647.43218,0.0
1001041,1132017005268.0,19.51,0.23,53.29644,31.37708,53647.44231000001,0.0
1001041,1132017005268.0,19.77,0.26,53.29648,31.3769,53647.4524,0.0
1001041,1132017005268.0,20.02,0.34,53.29659,31.37647,53672.39076,0.0
1001041,1132017005268.0,19.84,0.31,53.29683000000001,31.3768,53672.39669,0.0
1001041,1132017005268.0,19.23,0.23,53.29636,31.37665,53672.40259,0.0
1001041,1132017005268.0,19.86,0.31,53.29633000000001,31.37672,53672.40849,0.0
1001041,1132017005268.0,20.03,0.37,53.29646999999999,31.37619,53642.37565,0.0
1001041,1132017005268.0,19.8,0.32,53.29639,31.37699000000001,53642.38274,0.0
1001041,1132017005268.0,19.82,0.33,53.29675,31.37683,53642.38982,0.0
1001041,1132017005268.0,19.46,0.24,53.29658000000001,31.3768,54083.2639,0.0
1001041,1132017005268.0,19.42,0.24,53.29662,31.37702,54083.27052000001,0.0
1001041,1132017005268.0,19.56,0.26,53.2968,31.37677,54083.27711,0.0
1001041,1132017005268.0,19.27,0.22,53.29677,31.37676,54083.2837,0.0
1001041,1132017005268.0,20.29,0.37,53.29648,31.37646,54094.14031,0.0
1001041,1132017005268.0,19.13,0.2,53.297,31.376690000000004,54094.15066,0.0
1001041,1132017005268.0,19.8,0.28,53.29634,31.37623,54094.16099999999,0.0
1001041,1132017005268.0,19.75,0.3,53.2965,31.37687,53768.21301,0.0
1001041,1132017005268.0,19.77,0.3,53.29646,31.377,53768.21947,0.0
1001041,1132017005268.0,20.19,0.38,53.29624,31.376890000000003,53768.23239,0.0
1001041,1132017005268.0,20.17,0.36,53.29696,31.37719,53742.16393,0.0
1001041,1132017005268.0,20.22,0.37,53.29636,31.37636,53742.18056,0.0
1001041,1132017005268.0,19.15,0.21,53.29643000000001,31.37719,53757.19003,0.0
1001041,1132017005268.0,20.45,0.43,53.29666,31.37648,53757.19802999999,0.0
1001041,1132017005268.0,19.68,0.28,53.29641,31.37703,53757.20604,0.0
1001041,1132017005268.0,19.19,0.22,53.29602,31.37607,53757.21400000001,0.0
1001041,1132017005268.0,19.28,0.23,53.29658000000001,31.37727000000001,53763.19071,0.0
1001041,1132017005268.0,19.63,0.28,53.29663000000001,31.37685,53763.19725,0.0
1001041,1132017005268.0,20.37,0.41,53.29633000000001,31.37723,53763.20377000001,0.0
1001041,1132017005268.0,19.37,0.25,53.29671,31.37685,53797.16513,0.0
1001041,1132017005268.0,20.92,0.53,53.29598000000001,31.37634000000001,54054.24676,0.0
1001041,1132017005268.0,19.9,0.3,53.29675,31.376690000000004,54054.25376,0.0
1001041,1132017005268.0,18.61,0.16,53.296380000000006,31.37662000000001,54054.26078,0.0
1001041,1132017005268.0,19.31,0.22,53.29657,31.3771,54054.26779,0.0
1001041,1132017005268.0,19.25,0.21,53.2966,31.37702,54060.22707000001,0.0
1001041,1132017005268.0,19.25,0.21,53.29679,31.37702,54060.23365,0.0
1001041,1132017005268.0,19.67,0.27,53.29626,31.37673,54060.24029,0.0
1001041,1132017005268.0,19.54,0.25,53.29626,31.3768,54060.24685,0.0
1001041,1132017005268.0,18.97,0.19,53.29679,31.37707,54010.41447999999,0.0
1001041,1132017005268.0,20.01,0.32,53.29667,31.37698,54010.41942000001,0.0
1001041,1132017005268.0,20.02,0.32,53.29661,31.37709000000001,54010.42431,0.0
1001041,1132017005268.0,19.5,0.24,53.2968,31.37677,54010.42924,0.0
1001041,1132017005268.0,20.89,0.52,53.29669000000001,31.37704,54031.37533,0.0
1001041,1132017005268.0,18.72,0.17,53.29664,31.37696,54031.39265,0.0
